project,commit,coveredClass,outerClass,coveredClassPath,dstar,ochiai,tarantula,barinel,sm_dates,sm_randoms,sm_io,sm_collections,sm_threads,sm_networks,sm_lines,sm_doi,sm_cc,uniq_changes,developers,age,isSusFlaky
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master$MasterBase,tachyon.master$MasterBase,alluxio/servers/src/main/java/tachyon/master/MasterBase.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,164,0,7,25,7,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockMaster,tachyon.master.block$BlockMaster,alluxio/servers/src/main/java/tachyon/master/block/BlockMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,2,0,0,650,1,38,109,15,650797.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JsonJournalFormatter,tachyon.master.journal$JsonJournalFormatter,alluxio/servers/src/main/java/tachyon/master/journal/JsonJournalFormatter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,1,9,0,0,358,0,6,46,11,1646506.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file$FileSystemMaster,tachyon.master.file$FileSystemMaster,alluxio/servers/src/main/java/tachyon/master/file/FileSystemMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,1328,1,92,150,16,150645.0,1.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.rawtable$RawTableMaster,tachyon.master.rawtable$RawTableMaster,alluxio/servers/src/main/java/tachyon/master/rawtable/RawTableMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,242,1,10,52,7,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockContainerIdGenerator,tachyon.master.block$BlockContainerIdGenerator,alluxio/servers/src/main/java/tachyon/master/block/BlockContainerIdGenerator.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,22,0,0,3,2,5448644.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockMaster$1,tachyon.master.block$BlockMaster,alluxio/servers/src/main/java/tachyon/master/block/BlockMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,2,0,0,650,1,38,109,15,650797.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockMaster$2,tachyon.master.block$BlockMaster,alluxio/servers/src/main/java/tachyon/master/block/BlockMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,2,0,0,650,1,38,109,15,650797.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$TTLBucketList,tachyon.master.file.meta$TTLBucketList,alluxio/servers/src/main/java/tachyon/master/file/meta/TTLBucketList.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,63,0,2,7,2,1390062.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$InodeDirectoryIdGenerator,tachyon.master.file.meta$InodeDirectoryIdGenerator,alluxio/servers/src/main/java/tachyon/master/file/meta/InodeDirectoryIdGenerator.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,45,0,2,6,3,5448644.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$MountTable,tachyon.master.file.meta$MountTable,alluxio/servers/src/main/java/tachyon/master/file/meta/MountTable.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,112,0,8,19,5,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$InodeTree,tachyon.master.file.meta$InodeTree,alluxio/servers/src/main/java/tachyon/master/file/meta/InodeTree.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,3,0,0,619,0,42,59,17,1163044.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.rawtable.meta$RawTables,tachyon.master.rawtable.meta$RawTables,alluxio/servers/src/main/java/tachyon/master/rawtable/meta/RawTables.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,103,0,3,16,7,1684563.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.metrics$MetricsSystem,tachyon.metrics$MetricsSystem,alluxio/servers/src/main/java/tachyon/metrics/MetricsSystem.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,200,0,13,19,6,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.metrics$MetricsConfig,tachyon.metrics$MetricsConfig,alluxio/servers/src/main/java/tachyon/metrics/MetricsConfig.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,147,0,13,9,3,1881322.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JournalWriter,tachyon.master.journal$JournalWriter,alluxio/servers/src/main/java/tachyon/master/journal/JournalWriter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,311,0,20,37,8,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JournalTailer,tachyon.master.journal$JournalTailer,alluxio/servers/src/main/java/tachyon/master/journal/JournalTailer.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,106,0,4,10,5,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JournalReader,tachyon.master.journal$JournalReader,alluxio/servers/src/main/java/tachyon/master/journal/JournalReader.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,97,0,5,23,8,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JournalWriter$CheckpointOutputStream,tachyon.master.journal$JournalWriter,alluxio/servers/src/main/java/tachyon/master/journal/JournalWriter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,311,0,20,37,8,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockWorker,tachyon.worker.block$BlockWorker,alluxio/servers/src/main/java/tachyon/worker/block/BlockWorker.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,291,0,7,96,21,730971.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker$WorkerSource,tachyon.worker$WorkerSource,alluxio/servers/src/main/java/tachyon/worker/WorkerSource.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,141,0,1,10,5,4875661.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockDataManager,tachyon.worker.block$BlockDataManager,alluxio/servers/src/main/java/tachyon/worker/block/BlockDataManager.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,456,0,3,159,23,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$TieredBlockStore,tachyon.worker.block$TieredBlockStore,alluxio/servers/src/main/java/tachyon/worker/block/TieredBlockStore.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,1,7,0,0,825,0,44,158,18,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockMetadataManager,tachyon.worker.block$BlockMetadataManager,alluxio/servers/src/main/java/tachyon/worker/block/BlockMetadataManager.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,391,0,28,59,9,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.meta$StorageTier,tachyon.worker.block.meta$StorageTier,alluxio/servers/src/main/java/tachyon/worker/block/meta/StorageTier.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,112,0,3,67,8,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.meta$StorageDir,tachyon.worker.block.meta$StorageDir,alluxio/servers/src/main/java/tachyon/worker/block/meta/StorageDir.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,428,0,26,143,10,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockLockManager,tachyon.worker.block$BlockLockManager,alluxio/servers/src/main/java/tachyon/worker/block/BlockLockManager.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,216,0,16,57,13,2918202.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$ClientRWLock,tachyon.worker.block$ClientRWLock,alluxio/servers/src/main/java/tachyon/worker/block/ClientRWLock.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,58,0,0,9,5,5018278.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.allocator$MaxFreeAllocator,tachyon.worker.block.allocator$MaxFreeAllocator,alluxio/servers/src/main/java/tachyon/worker/block/allocator/MaxFreeAllocator.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,69,0,7,13,6,5506455.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockStoreEventListenerBase,tachyon.worker.block$BlockStoreEventListenerBase,alluxio/servers/src/main/java/tachyon/worker/block/BlockStoreEventListenerBase.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,25,0,0,9,4,5506455.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.evictor$EvictorBase,tachyon.worker.block.evictor$EvictorBase,alluxio/servers/src/main/java/tachyon/worker/block/evictor/EvictorBase.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,170,1,13,14,9,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.evictor$LRUEvictor,tachyon.worker.block.evictor$LRUEvictor,alluxio/servers/src/main/java/tachyon/worker/block/evictor/LRUEvictor.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,63,2,3,48,10,1768578.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon$Sessions,tachyon$Sessions,alluxio/servers/src/main/java/tachyon/Sessions.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,62,0,3,9,5,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockHeartbeatReporter,tachyon.worker.block$BlockHeartbeatReporter,alluxio/servers/src/main/java/tachyon/worker/block/BlockHeartbeatReporter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,117,1,6,25,6,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockMetricsReporter,tachyon.worker.block$BlockMetricsReporter,alluxio/servers/src/main/java/tachyon/worker/block/BlockMetricsReporter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,67,1,3,15,8,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockMaster$LostWorkerDetectionHeartbeatExecutor,tachyon.master.block$BlockMaster,alluxio/servers/src/main/java/tachyon/master/block/BlockMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,2,0,0,650,1,38,109,15,650797.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.journal$JournalWriter$EntryOutputStream,tachyon.master.journal$JournalWriter,alluxio/servers/src/main/java/tachyon/master/journal/JournalWriter.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,311,0,20,37,8,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file$FileSystemMaster$MasterInodeTTLCheckExecutor,tachyon.master.file$FileSystemMaster,alluxio/servers/src/main/java/tachyon/master/file/FileSystemMaster.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,1328,1,92,150,16,150645.0,1.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.metrics.sink$MetricsServlet,tachyon.metrics.sink$MetricsServlet,alluxio/servers/src/main/java/tachyon/metrics/sink/MetricsServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,56,0,0,6,4,1772912.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockServiceHandler,tachyon.worker.block$BlockServiceHandler,alluxio/servers/src/main/java/tachyon/worker/block/BlockServiceHandler.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,214,0,0,62,9,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$UIWebServer,tachyon.web$UIWebServer,alluxio/servers/src/main/java/tachyon/web/UIWebServer.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,119,0,3,63,7,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$MasterUIWebServer,tachyon.web$MasterUIWebServer,alluxio/servers/src/main/java/tachyon/web/MasterUIWebServer.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,25,1,0,15,6,5448644.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceGeneralServlet,tachyon.web$WebInterfaceGeneralServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceGeneralServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,160,1,5,81,9,751958.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceWorkersServlet,tachyon.web$WebInterfaceWorkersServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceWorkersServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,140,1,3,29,9,1874843.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceConfigurationServlet,tachyon.web$WebInterfaceConfigurationServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceConfigurationServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,41,1,2,32,5,5333684.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceBrowseServlet,tachyon.web$WebInterfaceBrowseServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceBrowseServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,242,1,18,142,14,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceMemoryServlet,tachyon.web$WebInterfaceMemoryServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceMemoryServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,72,1,3,37,7,1874843.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceDependencyServlet,tachyon.web$WebInterfaceDependencyServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceDependencyServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,2,0,0,27,1,0,20,6,4036553.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceDownloadServlet,tachyon.web$WebInterfaceDownloadServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceDownloadServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,90,1,5,37,11,727196.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceDownloadLocalServlet,tachyon.web$WebInterfaceDownloadLocalServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceDownloadLocalServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,1,0,0,0,79,1,4,9,5,1247244.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceBrowseLogsServlet,tachyon.web$WebInterfaceBrowseLogsServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceBrowseLogsServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,1,1,0,0,171,1,10,21,6,1689224.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceHeaderServlet,tachyon.web$WebInterfaceHeaderServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceHeaderServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,27,1,0,13,7,5448644.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block$BlockMasterServiceHandler,tachyon.master.block$BlockMasterServiceHandler,alluxio/servers/src/main/java/tachyon/master/block/BlockMasterServiceHandler.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,60,0,0,10,4,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file$FileSystemMasterServiceHandler,tachyon.master.file$FileSystemMasterServiceHandler,alluxio/servers/src/main/java/tachyon/master/file/FileSystemMasterServiceHandler.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,201,0,0,48,8,1359332.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.rawtable$RawTableMasterServiceHandler,tachyon.master.rawtable$RawTableMasterServiceHandler,alluxio/servers/src/main/java/tachyon/master/rawtable/RawTableMasterServiceHandler.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,60,0,0,10,6,1769807.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.block.meta$MasterWorkerInfo,tachyon.master.block.meta$MasterWorkerInfo,alluxio/servers/src/main/java/tachyon/master/block/meta/MasterWorkerInfo.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,3,0,0,283,0,9,24,7,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WorkerUIWebServer,tachyon.web$WorkerUIWebServer,alluxio/servers/src/main/java/tachyon/web/WorkerUIWebServer.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,18,1,0,15,9,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceWorkerGeneralServlet,tachyon.web$WebInterfaceWorkerGeneralServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceWorkerGeneralServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,109,1,2,19,8,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceWorkerGeneralServlet$UiWorkerInfo,tachyon.web$WebInterfaceWorkerGeneralServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceWorkerGeneralServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,109,1,2,19,8,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.web$WebInterfaceWorkerBlockInfoServlet,tachyon.web$WebInterfaceWorkerBlockInfoServlet,alluxio/servers/src/main/java/tachyon/web/WebInterfaceWorkerBlockInfoServlet.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,1,0,0,205,1,10,34,11,1446737.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockMasterSync,tachyon.worker.block$BlockMasterSync,alluxio/servers/src/main/java/tachyon/worker/block/BlockMasterSync.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,185,0,6,83,20,246839.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$PinListSync,tachyon.worker.block$PinListSync,alluxio/servers/src/main/java/tachyon/worker/block/PinListSync.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,73,0,3,29,14,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$SessionCleaner,tachyon.worker.block$SessionCleaner,alluxio/servers/src/main/java/tachyon/worker/block/SessionCleaner.java,5.104166666666667,0.3567530340063379,0.5384615384615384,9.182064670671361e-25,0,0,0,0,0,0,51,0,2,6,5,383705.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block$BlockMetadataManagerView,tachyon.worker.block$BlockMetadataManagerView,alluxio/servers/src/main/java/tachyon/worker/block/BlockMetadataManagerView.java,4.57089552238806,0.3398699032793511,0.510948905109489,2.5256893643014867e-25,0,0,0,1,0,0,181,0,11,32,12,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.meta$StorageTierView,tachyon.worker.block.meta$StorageTierView,alluxio/servers/src/main/java/tachyon/worker/block/meta/StorageTierView.java,4.57089552238806,0.3398699032793511,0.510948905109489,2.5256893643014867e-25,0,0,0,1,0,0,62,0,1,12,9,1964365.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.worker.block.meta$StorageDirView,tachyon.worker.block.meta$StorageDirView,alluxio/servers/src/main/java/tachyon/worker/block/meta/StorageDirView.java,4.57089552238806,0.3398699032793511,0.510948905109489,2.5256893643014867e-25,0,0,0,0,0,0,170,0,6,13,5,2895876.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$InodeDirectory$Builder,tachyon.master.file.meta$InodeDirectory,alluxio/servers/src/main/java/tachyon/master/file/meta/InodeDirectory.java,4.503676470588236,0.3376485075607183,0.5072463768115941,2.124859041085016e-25,0,0,0,0,0,0,156,1,2,27,8,1126593.0,0.0
alluxio,8ddb29aaa7e3f8557c902550aaae605612f85369,tachyon.master.file.meta$InodeDirectory,tachyon.master.file.meta$InodeDirectory,alluxio/servers/src/main/java/tachyon/master/file/meta/InodeDirectory.java,4.503676470588236,0.3376485075607183,0.5072463768115941,2.124859041085016e-25,0,0,0,0,0,0,156,1,2,27,8,1126593.0,0.0
